employee_id,attendance_date,attendance_percent,work_mode
EMP018541,2025-09-25,72.61,WFH
EMP024245,2025-06-19,83.38,WFH
EMP021546,2025-07-02,73.4,WFH
EMP021690,2025-05-12,71.67,Hybrid
EMP011175,2025-08-02,84.56,Office
EMP022926,2025-09-26,84.16,Office
EMP037498,2025-08-23,94.21,WFH
EMP009349,2025-02-03,97.07,Hybrid
EMP023715,2025-08-06,97.53,WFH
EMP038103,2025-03-24,83.41,Office
EMP008925,2025-03-04,105.80775183279582,Hybrid
EMP037099,2025-01-10,86.22,WFH
EMP024395,2025-07-29,75.32,WFH
EMP006802,2025-07-31,76.46,Hybrid
EMP037615,2025-01-13,70.12,Office
EMP006732,2025-02-23,92.51,Office
EMP048137,2025-11-10,76.95,Hybrid
EMP023626,2025-06-05,91.62,WFH
EMP017338,2025-07-18,98.46,Office
EMP035308,2025-03-15,78.53,Office
EMP007057,2025-10-11,82.86,WFH
EMP011517,2025-10-25,77.8,Hybrid
EMP044262,2025-09-16,92.75,WFH
EMP001543,2025-01-02,72.45,Hybrid
EMP021678,2025-08-22,71.82,Hybrid
EMP046733,2025-09-21,98.45,Office
EMP015467,2025-03-19,93.59,Hybrid
EMP039082,2025-09-22,90.5,Office
EMP027570,2025-06-01,75.93,Office
EMP023323,2025-11-13,79.78,Office
EMP019066,2025-12-15,76.83,Hybrid
EMP017925,2025-03-14,98.92,Office
EMP022557,2025-02-23,91.39,Office
EMP026963,2025-09-27,94.05,Office
EMP028296,2025-10-23,78.63,WFH
EMP013808,2025-02-11,79.35,Office
EMP042349,2025-09-22,84.03,WFH
EMP026433,2025-09-20,76.08,WFH
EMP017750,2025-11-20,70.43,WFH
EMP041460,2025-09-02,85.41,Office
EMP026257,2025-09-10,86.38,Office
EMP040263,2025-07-11,84.26,WFH
EMP037081,2025-08-29,93.47,Office
EMP001325,2025-08-22,87.54,WFH
EMP025732,2025-03-29,76.06,WFH
EMP035910,2025-01-23,91.79,Hybrid
EMP023804,2025-02-20,93.0,Hybrid
EMP019871,2025-11-23,80.34,Office
EMP034579,2025-11-14,70.34,Hybrid
EMP006589,2025-09-09,91.42,Office
EMP038070,2025-01-13,93.04,Hybrid
EMP026791,2025-06-04,78.71,Office
EMP025290,2025-12-29,77.72,Hybrid
EMP028179,2025-09-11,93.28,Office
EMP028711,2025-08-29,94.11,WFH
EMP015486,2025-01-22,99.5,Hybrid
EMP044483,2025-09-17,73.81,WFH
EMP020653,2025-05-19,77.71,Hybrid
EMP004749,2025-08-28,89.87,WFH
EMP021234,2025-06-20,73.48,Office
EMP009436,2025-01-12,75.36,Office
EMP003710,2025-09-09,97.78,Hybrid
EMP030356,2025-02-28,89.28,Hybrid
EMP013117,2025-05-16,81.47,Hybrid
EMP025471,2025-06-16,76.13,Hybrid
EMP042345,2025-10-17,72.94,Hybrid
EMP042919,2025-10-22,79.26,Hybrid
EMP039299,2025-03-02,96.7,Office
EMP042957,2025-01-04,81.95,Office
EMP014684,2025-09-03,82.64,Office
EMP000505,2025-10-20,78.78,WFH
EMP033983,2025-01-05,98.72,WFH
EMP034300,2025-08-27,80.66,WFH
EMP028017,2025-11-24,98.41,WFH
EMP023961,2025-01-05,79.87,Hybrid
EMP033592,2025-03-08,78.15,WFH
EMP017313,2025-11-19,77.33,Office
EMP037798,2025-06-11,87.1,Hybrid
EMP046197,2025-09-27,88.41,WFH
EMP049286,2025-11-14,99.71,Hybrid
EMP002106,2025-12-17,78.42,Hybrid
EMP036396,2025-12-03,70.42,Hybrid
EMP045741,2025-09-29,94.26,WFH
EMP022701,2025-07-05,95.12,WFH
EMP034621,2025-03-03,78.97,Office
EMP037679,2025-01-11,93.69,Hybrid
EMP020560,2025-08-21,78.91,Hybrid
EMP027510,2025-01-05,98.06,WFH
EMP027861,2025-10-06,78.71,Office
EMP011004,2025-05-01,73.3,Office
EMP021733,2025-04-18,79.21,Hybrid
EMP025827,2025-04-22,83.42,Office
EMP030355,2025-12-26,92.3,Office
EMP013844,2025-08-03,96.23,Hybrid
EMP044473,2025-05-15,71.42,Office
EMP048530,2025-05-20,77.69,Hybrid
EMP006191,2025-06-05,94.76,Office
EMP017641,2025-11-29,87.21,Office
EMP038414,2025-07-05,75.69,Office
EMP042357,2025-10-18,90.65,Office
EMP044598,2025-05-16,86.18,Office
EMP040822,2025-06-06,75.62,Hybrid
EMP003331,2025-07-02,80.23,WFH
EMP019088,2025-02-25,81.28,WFH
EMP041431,2025-11-10,83.31,Hybrid
EMP024505,2025-06-12,75.97,WFH
EMP007115,2025-12-12,96.4,WFH
EMP013324,2025-08-09,70.84,Hybrid
EMP034122,2025-08-02,79.61,WFH
EMP010976,2025-10-25,84.63,Hybrid
EMP011024,2025-03-02,84.87,Hybrid
EMP021448,2025-01-04,86.66,WFH
EMP024934,2025-10-02,70.46,WFH
EMP023960,2025-06-03,79.45,WFH
EMP000668,2025-04-05,86.09,Hybrid
EMP029704,2025-05-01,72.35,Office
EMP009338,2025-08-08,83.89,WFH
EMP046428,2025-08-13,80.13,Office
EMP036488,2025-01-30,90.8,Office
EMP019130,2025-12-17,77.04,Office
EMP040252,2025-03-21,75.81,Office
EMP031922,2025-08-14,85.22,Hybrid
EMP033308,2025-05-13,73.39,WFH
EMP027356,2025-05-08,77.58,Hybrid
EMP037733,2025-07-15,87.54,Office
EMP004836,2025-12-19,73.77,Office
EMP020160,2025-04-12,71.84,Hybrid
EMP038811,2025-01-16,77.25,Office
EMP047606,2025-04-30,73.0,Hybrid
EMP040081,2025-02-23,80.83,WFH
EMP038089,2025-08-12,82.99,Office
EMP013217,2025-01-16,99.66,WFH
EMP035548,2025-04-07,81.81,Hybrid
EMP031472,2025-01-07,89.24,WFH
EMP017309,2025-12-26,89.31,WFH
EMP027533,2025-04-01,79.64,Hybrid
EMP034350,2025-07-02,80.02,Hybrid
EMP045446,2025-04-16,80.51,Office
EMP005714,2025-04-18,73.04,Hybrid
EMP049408,2025-01-18,78.15,WFH
EMP004805,2025-10-17,73.35,WFH
EMP012629,2025-04-08,75.76,WFH
EMP010137,2025-08-18,83.75,Hybrid
EMP000010,2025-02-15,72.22,WFH
EMP019256,2025-03-31,70.59,Hybrid
EMP023794,2025-07-03,91.87,WFH
EMP029549,2025-12-10,89.0,Hybrid
EMP037893,2025-02-08,71.05,WFH
EMP001016,2025-07-24,99.36,Office
EMP027713,2025-07-16,99.14,Hybrid
EMP034962,2025-12-28,97.65,WFH
EMP008416,2025-08-28,82.33,Hybrid
EMP046319,2025-11-05,72.69,Hybrid
EMP047281,2025-01-19,83.56,Office
EMP023834,2025-07-04,70.52,Hybrid
EMP004159,2025-01-25,95.17,Office
EMP020310,2025-12-30,77.87,Hybrid
EMP006971,2025-09-29,96.54,Office
EMP006939,2025-09-21,78.27,WFH
EMP021169,2025-08-29,90.16,Hybrid
EMP046541,2025-04-21,73.51,WFH
EMP020385,2025-05-18,99.85,WFH
EMP018018,2025-05-15,80.36,WFH
EMP010345,2025-12-21,80.01,WFH
EMP040035,2025-06-08,94.43,Office
EMP008703,2025-08-17,96.33,Hybrid
EMP000385,2025-02-13,91.11,WFH
EMP000405,2025-08-26,72.77,Hybrid
EMP040944,2025-05-17,84.09,WFH
EMP047927,2025-11-18,94.92,Office
EMP029190,2025-09-14,82.33,Office
EMP012764,2025-04-27,71.91,WFH
EMP018385,2025-05-03,96.6,Hybrid
EMP032607,2025-07-06,91.93,WFH
EMP009861,2025-01-06,95.29,Office
EMP038758,2025-12-06,88.87,Office
EMP015107,2025-08-06,99.01,Office
EMP006060,2025-05-07,78.89,Office
EMP023575,2025-08-23,99.5,Hybrid
EMP023525,2025-08-29,71.06,WFH
EMP003637,2025-04-22,83.77,Office
EMP010917,2025-03-19,71.21,Office
EMP004810,2025-06-24,81.99,Hybrid
EMP032202,2025-07-29,84.97,WFH
EMP013457,2025-03-24,76.1,Office
EMP048213,2025-10-04,81.88,Hybrid
EMP038766,2025-03-08,75.04,Hybrid
EMP034817,2025-05-18,75.09,Hybrid
EMP045107,2025-01-20,71.53,Office
EMP017101,2025-10-28,84.28,Office
EMP021950,2025-04-20,91.05,WFH
EMP004545,2025-09-06,78.48,Office
EMP037745,2025-11-06,73.52,Hybrid
EMP045544,2025-11-20,81.13,Hybrid
EMP042784,2025-07-07,87.92,WFH
EMP026658,2025-04-05,94.59,WFH
EMP036188,2025-03-11,94.99,Office
EMP047199,2025-01-17,95.26,WFH
EMP007240,2025-09-28,93.37,Hybrid
EMP014490,2025-10-28,82.72,WFH
EMP049402,2025-11-18,73.25,WFH
EMP043126,2025-11-01,95.96,WFH
EMP049923,2025-11-09,99.87,WFH
EMP028539,2025-02-09,99.72,WFH
EMP032050,2025-09-24,82.27,Office
EMP037132,2025-11-21,72.41,Hybrid
EMP042945,2025-10-30,85.25,Office
EMP007882,2025-12-04,80.03,Office
EMP008428,2025-08-10,80.26,Office
EMP041349,2025-09-14,78.92,Hybrid
EMP024286,2025-12-29,72.64,WFH
EMP037627,2025-05-24,89.78,Office
EMP042809,2025-06-13,79.64,WFH
EMP022929,2025-05-09,70.2,WFH
EMP019199,2025-03-02,86.17,Office
EMP019759,2025-06-16,89.37,WFH
EMP015255,2025-09-25,84.29,WFH
EMP044239,2025-07-03,87.23,WFH
EMP001253,2025-09-16,84.08,Office
EMP039765,2025-09-10,80.34,WFH
EMP012174,2025-10-19,97.19,WFH
EMP037442,2025-04-13,87.27,Office
EMP026699,2025-01-19,75.77,Office
EMP015782,2025-08-04,76.88,Office
EMP013052,2025-12-05,71.78,Office
EMP039650,2025-09-11,85.18,Office
EMP006950,2025-03-21,96.88,Office
EMP042290,2025-05-20,89.34,Hybrid
EMP008018,2025-02-06,87.59,Hybrid
EMP006942,2025-11-12,90.36,Hybrid
EMP025935,2025-03-12,95.96,Hybrid
EMP023387,2025-04-28,95.45,Office
EMP010210,2025-03-07,82.15,WFH
EMP017716,2025-05-29,95.16,Hybrid
EMP028921,2025-03-11,99.72,WFH
EMP031704,2025-10-09,71.64,Office
EMP042319,2025-10-13,97.61,Hybrid
EMP004638,2025-06-15,72.66,Office
EMP004855,2025-06-28,87.33,WFH
EMP043089,2025-02-01,78.6,Hybrid
EMP037661,2025-12-27,90.21,Hybrid
EMP039812,2025-06-30,79.46,WFH
EMP049290,2025-12-06,72.88,Office
EMP019857,2025-05-02,85.22,Hybrid
EMP021834,2025-03-05,86.12,Office
EMP019964,2025-01-27,96.87,Office
EMP036933,2025-09-19,91.58,Hybrid
EMP027170,2025-01-13,70.49,WFH
EMP007942,2025-06-07,81.75,Office
EMP014389,2025-06-13,96.18,Hybrid
EMP005570,2025-01-31,97.26,Office
EMP004301,2025-02-23,81.99,Hybrid
EMP039038,2025-08-12,84.82,WFH
EMP036587,2025-09-28,93.59,Hybrid
EMP012016,2025-12-10,70.4,Office
EMP045003,2025-03-23,94.16,Hybrid
EMP007440,2025-02-03,90.53,Hybrid
EMP006255,2025-07-26,91.88,Office
EMP017145,2025-10-30,87.43,WFH
EMP024215,2025-02-12,74.01,Hybrid
EMP040119,2025-06-14,82.75,Hybrid
EMP015184,2025-12-22,97.35,Hybrid
EMP006239,2025-02-19,77.86,Office
EMP006091,2025-09-19,93.15,WFH
EMP011638,2025-02-23,79.58,Office
EMP022416,2025-01-10,70.49,Office
EMP024072,2025-01-27,71.75,WFH
EMP045416,2025-09-05,91.37,Office
EMP042680,2025-06-03,77.43,WFH
EMP041241,2025-08-15,83.52,Office
EMP018272,2025-08-25,84.63,Hybrid
EMP036035,2025-04-22,89.18,Hybrid
EMP033435,2025-08-31,90.99,WFH
EMP004189,2025-01-20,97.4,WFH
EMP049824,2025-05-28,98.71,Office
EMP010162,2025-07-27,95.78,Office
EMP028733,2025-11-24,94.78,WFH
EMP011315,2025-06-01,74.08,Hybrid
EMP023955,2025-01-09,83.6,Hybrid
EMP021509,2025-06-26,71.37,Office
EMP021970,2025-12-27,79.13,Office
EMP045660,2025-08-14,76.13,WFH
EMP037546,2025-08-02,85.03,Office
EMP036669,2025-10-02,88.56,WFH
EMP023062,2025-11-01,93.86,Office
EMP013717,2025-12-28,70.59,Hybrid
EMP039750,2025-09-03,84.76,Office
EMP039145,2025-11-03,86.25,Office
EMP016908,2025-02-16,85.46,Office
EMP018778,2025-09-16,98.31,Hybrid
EMP027694,2025-06-04,71.54,Hybrid
EMP042929,2025-03-12,77.63,Hybrid
EMP026330,2025-06-01,91.33,Office
EMP046893,2025-09-10,89.42,Office
EMP016283,2025-01-07,73.86,Hybrid
EMP023625,2025-08-30,88.97,Hybrid
EMP023322,2025-02-26,80.78,Office
EMP010489,2025-11-07,99.39,Hybrid
EMP022575,2025-12-08,81.48,WFH
EMP005241,2025-07-21,93.52,Office
EMP043222,2025-07-02,117.99455739855304,Office
EMP010479,2025-09-04,82.0,Office
EMP045163,2025-05-21,86.98,WFH
EMP019263,2025-09-20,92.7,Hybrid
EMP004433,2025-07-22,86.22,Office
EMP029722,2025-10-15,86.84,Office
EMP013569,2025-01-21,83.64,Office
EMP014179,2025-03-15,72.4,WFH
EMP034616,2025-12-08,91.73,WFH
EMP022196,2025-06-08,92.84,Office
EMP000303,2025-12-04,81.19,WFH
EMP017023,2025-01-07,87.4,WFH
EMP000056,2025-07-13,95.16,WFH
EMP045782,2025-04-20,95.71,Hybrid
EMP008718,2025-11-24,81.0,WFH
EMP028700,2025-10-29,71.77,WFH
EMP008151,2025-04-30,85.05,Hybrid
EMP002126,2025-01-10,81.81,Hybrid
EMP044248,2025-03-09,71.84,Office
EMP048514,2025-10-20,72.2,Office
EMP016749,2025-11-07,92.08,WFH
EMP039578,2025-08-16,87.35,Hybrid
EMP004622,2025-07-05,75.1,Office
EMP015035,2025-05-29,96.27,Office
EMP046392,2025-01-29,78.43,Office
EMP005127,2025-01-06,99.75,WFH
EMP005123,2025-02-14,73.94,WFH
EMP018031,2025-06-14,95.7,Hybrid
EMP017303,2025-02-07,80.07,Hybrid
EMP019182,2025-01-08,78.69,Hybrid
EMP038639,2025-01-15,96.62,Hybrid
EMP001532,2025-01-19,78.89,WFH
EMP040941,2025-09-30,78.02,WFH
EMP040442,2025-12-06,80.24,Hybrid
EMP023334,2025-08-03,77.88,Hybrid
EMP039651,2025-07-12,98.23,Hybrid
EMP034675,2025-12-01,99.07,Office
EMP035855,2025-04-19,70.34,Hybrid
EMP046272,2025-05-25,94.73,Hybrid
EMP008153,2025-04-29,77.66,Hybrid
EMP038519,2025-02-15,96.64,Office
EMP045541,2025-02-22,79.98,WFH
EMP010268,2025-07-26,92.77,WFH
EMP025290,2025-11-27,74.96,Office
EMP001063,2025-12-10,86.09,Hybrid
EMP009074,2025-08-02,78.78,Office
EMP022754,2025-07-29,88.77,Office
EMP029927,2025-11-24,91.49,Office
EMP006230,2025-07-28,88.21,WFH
EMP049278,2025-07-11,84.79,Office
EMP047916,2025-06-25,73.86,Office
EMP004633,2025-04-08,97.95,Hybrid
EMP039057,2025-05-13,73.42,WFH
EMP003597,2025-08-14,87.57,Office
EMP044244,2025-06-07,95.64,WFH
EMP006169,2025-05-23,88.91,WFH
EMP042564,2025-07-02,85.04,WFH
EMP007562,2025-09-28,97.14,Office
EMP008259,2025-08-31,98.77,WFH
EMP016617,2025-05-09,77.13,WFH
EMP026735,2025-07-19,80.03,Office
EMP006372,2025-07-18,92.28,WFH
EMP026070,2025-06-15,77.6,WFH
EMP014370,2025-08-12,87.25,Hybrid
EMP012911,2025-11-28,73.28,Office
EMP007944,2025-08-18,77.56,WFH
EMP012200,2025-03-04,78.18,Hybrid
EMP015729,2025-08-12,77.48,Office
EMP023276,2025-11-20,90.61,Office
EMP006739,2025-08-14,73.92,Hybrid
EMP015914,2025-11-15,91.22,Office
EMP035241,2025-06-25,83.2,Office
EMP019124,2025-12-26,76.8,WFH
EMP048448,2025-06-25,86.0,WFH
EMP034530,2025-01-08,71.96,WFH
EMP010168,2025-06-24,88.23,Hybrid
EMP010555,2025-11-19,74.92,WFH
EMP017261,2025-11-25,99.79,Hybrid
EMP047046,2025-11-26,73.33,WFH
EMP003813,2025-08-23,77.95,Hybrid
EMP028025,2025-07-10,99.55,Office
EMP006060,2025-06-18,99.61,Office
EMP027286,2025-04-18,78.64,Hybrid
EMP026901,2025-03-04,79.71,Hybrid
EMP042906,2025-03-19,74.2,WFH
EMP001606,2025-06-25,87.98,WFH
EMP005623,2025-05-18,74.33,Hybrid
EMP006768,2025-05-18,88.33,Hybrid
EMP027140,2025-10-12,89.0,WFH
EMP011614,2025-02-28,87.46,Office
EMP010590,2025-10-20,86.18,Office
EMP013919,2025-04-05,76.96,Office
EMP020120,2025-03-08,87.31,WFH
EMP027447,2025-09-01,85.81,WFH
EMP013047,2025-05-14,95.0,WFH
EMP024819,2025-11-08,98.44,WFH
EMP035359,2025-01-19,75.53,Office
EMP043650,2025-03-02,70.67,Office
EMP004325,2025-06-03,87.91,Hybrid
EMP010788,2025-11-11,84.9,WFH
EMP009112,2025-04-13,78.74,Hybrid
EMP038111,2025-01-26,72.97,Office
EMP016390,2025-04-06,80.66,WFH
EMP041428,2025-11-13,70.57,WFH
EMP014044,2025-05-21,92.73,WFH
EMP028747,2025-03-27,88.58,WFH
EMP022351,2025-10-12,70.69,Office
EMP041606,2025-11-10,87.58,WFH
EMP000118,2025-01-06,96.41,Hybrid
EMP046686,2025-11-19,80.15,Hybrid
EMP018936,2025-11-30,99.58,WFH
EMP047078,2025-01-12,83.48,Hybrid
EMP013235,2025-01-16,93.67,Hybrid
EMP038329,2025-03-29,81.94,WFH
EMP000847,2025-05-13,87.35,Office
EMP010955,2025-04-21,87.51,Hybrid
EMP013704,2025-11-27,85.13,WFH
EMP048154,2025-02-04,92.57,Hybrid
EMP046515,2025-10-08,97.09,WFH
EMP022701,2025-03-21,95.53,WFH
EMP032044,2025-07-31,95.12,Hybrid
EMP006470,2025-06-19,75.93,WFH
EMP030106,2025-12-18,93.18,Office
EMP042102,2025-08-17,99.24,Office
EMP026387,2025-06-23,87.75,Office
EMP049377,2025-06-19,99.05,Hybrid
EMP045588,2025-02-15,77.27,Hybrid
EMP036977,2025-08-08,86.12,Hybrid
EMP039052,2025-12-08,94.94,Office
EMP002049,2025-08-08,77.27,Hybrid
EMP039002,2025-08-11,71.4,Hybrid
EMP012942,2025-11-24,77.57,WFH
EMP045376,2025-03-16,94.82,Hybrid
EMP042534,2025-09-27,77.42,Office
EMP001829,2025-08-06,80.31,WFH
EMP001918,2025-05-01,75.66,Office
EMP020619,2025-03-28,76.08,WFH
EMP032255,2025-09-17,91.39,Office
EMP039757,2025-03-01,74.21,Hybrid
EMP016422,2025-11-18,79.99,Office
EMP047363,2025-09-17,72.22,WFH
EMP020129,2025-03-10,74.61,Hybrid
EMP045746,2025-02-08,73.85,Hybrid
EMP000010,2025-01-04,94.48,Office
EMP016645,2025-12-04,79.07,Hybrid
EMP022423,2025-01-10,70.48,Office
EMP009866,2025-06-21,70.75,WFH
EMP002220,2025-05-28,72.08,WFH
EMP039810,2025-10-31,85.3,WFH
EMP005288,2025-11-05,95.4,Hybrid
EMP034388,2025-08-08,81.57,Hybrid
EMP008513,2025-06-07,74.2,Hybrid
EMP001343,2025-03-18,94.32,WFH
EMP043337,2025-04-24,79.47,Hybrid
EMP019217,2025-03-04,79.29,Office
EMP037023,2025-02-26,91.31,WFH
EMP027535,2025-08-06,125.53471565235566,Office
EMP014232,2025-09-21,76.76,WFH
EMP032294,2025-03-14,96.23,WFH
EMP026615,2025-05-15,86.12,Office
EMP036259,2025-11-25,93.71,Office
EMP028254,2025-10-10,99.34,Hybrid
EMP042079,2025-04-11,82.74,Office
EMP040753,2025-05-05,97.18,Hybrid
EMP017989,2025-07-21,84.09,WFH
EMP031038,2025-07-25,71.21,Office
EMP012220,2025-06-02,88.07,Hybrid
EMP000236,2025-12-07,91.09,WFH
EMP042930,2025-06-04,74.78,Office
EMP001909,2025-02-27,95.35,Hybrid
EMP008568,2025-11-20,77.71,Office
EMP036299,2025-09-25,95.42,Hybrid
EMP005257,2025-07-07,76.5,Hybrid
EMP019020,2025-10-23,73.61,Office
EMP008163,2025-01-08,86.57,Hybrid
EMP005416,2025-07-17,91.57,WFH
EMP036160,2025-09-18,75.68,Office
EMP043926,2025-03-24,95.98,WFH
EMP005952,2025-08-23,95.64,WFH
EMP021853,2025-04-24,99.37,WFH
EMP008008,2025-01-12,78.63,Hybrid
EMP041833,2025-04-28,87.38,Hybrid
EMP030524,2025-03-10,93.38,WFH
EMP023326,2025-03-21,86.25,WFH
EMP021205,2025-12-11,97.0,Office
EMP015525,2025-08-20,80.04,Office
EMP019283,2025-01-12,97.93,Hybrid
EMP023931,2025-06-24,79.63,Office
EMP000078,2025-02-14,87.24,Office
EMP040346,2025-03-18,94.75,WFH
EMP020612,2025-08-17,84.62,WFH
EMP016985,2025-05-25,97.14,WFH
EMP014061,2025-11-26,81.68,Hybrid
EMP017450,2025-05-31,93.71,Office
EMP018521,2025-03-04,95.78,Office
EMP043304,2025-06-19,98.37,Office
EMP009511,2025-01-14,81.36,Hybrid
EMP029288,2025-12-27,74.11,WFH
EMP028174,2025-07-12,91.02,Office
EMP039712,2025-04-21,96.67,WFH
EMP011955,2025-10-16,71.23,Hybrid
EMP007805,2025-04-25,95.25,Hybrid
EMP006566,2025-09-27,94.32,Hybrid
EMP005985,2025-01-03,83.27,Office
EMP021527,2025-03-18,88.87,WFH
EMP037439,2025-05-22,75.23,WFH
EMP018575,2025-05-12,71.69,WFH
EMP009185,2025-12-17,75.17,Office
EMP019097,2025-08-31,98.19,WFH
EMP002193,2025-12-08,93.61,Office
EMP034017,2025-10-17,77.0,Office
EMP011247,2025-06-27,95.89,Hybrid
EMP045559,2025-06-09,85.73,WFH
EMP018382,2025-08-02,80.18,Hybrid
EMP036456,2025-09-25,74.5,WFH
EMP026728,2025-01-30,84.68,WFH
EMP004019,2025-06-10,73.48,Office
EMP011303,2025-01-24,87.98,WFH
EMP001971,2025-07-04,73.88,WFH
EMP041158,2025-02-07,87.51,Hybrid
EMP027203,2025-12-20,97.08,WFH
EMP031111,2025-12-13,86.8,Office
EMP017587,2025-02-15,97.02,WFH
EMP024520,2025-06-29,86.59,Hybrid
EMP031274,2025-09-24,79.32,WFH
EMP021952,2025-04-29,93.36,Hybrid
EMP015375,2025-05-13,70.07,WFH
EMP005789,2025-10-07,91.64,Hybrid
EMP005409,2025-12-02,76.51,WFH
EMP025054,2025-05-25,86.46,WFH
EMP009447,2025-07-29,76.87,WFH
EMP000923,2025-05-08,95.09,Office
EMP033188,2025-02-08,92.96,Office
EMP010790,2025-10-19,83.07,Hybrid
EMP032185,2025-09-22,84.77,WFH
EMP001121,2025-08-31,75.52,Office
EMP044029,2025-02-10,82.41,WFH
EMP032155,2025-02-12,83.81,Hybrid
EMP017335,2025-10-19,76.88,WFH
EMP002337,2025-03-08,86.06,Office
EMP038142,2025-08-05,71.45,Hybrid
EMP002244,2025-02-22,70.39,WFH
EMP019030,2025-09-29,73.76,Hybrid
EMP032266,2025-06-20,95.92,Office
EMP037381,2025-01-01,87.71,WFH
EMP046715,2025-11-27,89.43,Office
EMP044143,2025-08-03,86.47,Hybrid
EMP043873,2025-02-20,81.85,Hybrid
EMP046198,2025-07-28,88.64,Hybrid
EMP023711,2025-04-27,94.76,WFH
EMP029487,2025-08-01,92.43,Office
EMP006372,2025-02-01,90.02,Office
EMP006360,2025-01-20,91.14,Office
EMP040632,2025-03-29,99.64,Hybrid
EMP035997,2025-11-24,91.68,WFH
EMP020104,2025-12-20,80.41,Office
EMP014383,2025-03-12,77.77,WFH
EMP018756,2025-10-31,88.45,Hybrid
EMP035660,2025-12-27,73.76,WFH
EMP003757,2025-04-02,86.39,WFH
EMP020610,2025-02-25,89.96,Office
EMP048539,2025-05-13,92.71,Office
EMP016479,2025-02-05,95.74,Office
EMP035443,2025-12-09,87.87,Hybrid
EMP039667,2025-04-17,97.66,WFH
EMP010148,2025-05-18,91.59,Office
EMP033562,2025-03-19,91.88,WFH
EMP034885,2025-11-17,91.92,Office
EMP005780,2025-02-04,71.47,Hybrid
EMP012299,2025-02-13,74.5,WFH
EMP014154,2025-06-28,80.53,Hybrid
EMP043880,2025-06-15,95.73,WFH
EMP010790,2025-09-19,83.54,WFH
EMP044166,2025-12-23,70.72,WFH
EMP013000,2025-11-24,98.49,Office
EMP000815,2025-06-20,75.66,Office
EMP049498,2025-02-13,83.84,Office
EMP010542,2025-08-15,86.76,Office
EMP024939,2025-02-10,89.28,WFH
EMP002444,2025-12-04,81.3,Office
EMP010458,2025-07-20,82.74,Hybrid
EMP010381,2025-01-11,90.01,Hybrid
EMP007784,2025-09-07,95.8,Hybrid
EMP044242,2025-06-05,99.64,WFH
EMP017369,2025-10-02,97.42,Office
EMP015329,2025-07-18,87.51,Hybrid
EMP026216,2025-05-29,84.52,Hybrid
EMP033596,2025-06-04,73.33,Office
EMP027307,2025-03-24,98.34,Office
EMP019916,2025-06-29,90.98,WFH
EMP039916,2025-01-03,97.93,Office
EMP037220,2025-11-03,71.51,Office
EMP015344,2025-01-19,70.85,Hybrid
EMP046404,2025-05-02,98.47,Office
EMP038728,2025-08-23,82.43,WFH
EMP000127,2025-02-19,74.88,Hybrid
EMP027633,2025-06-30,86.9,Hybrid
EMP041564,2025-05-11,75.0,Hybrid
EMP044410,2025-08-12,79.31,Office
EMP020531,2025-03-12,76.13,Hybrid
EMP039965,2025-03-30,77.77,WFH
EMP044328,2025-01-12,85.52,WFH
EMP003369,2025-07-23,84.65,Office
EMP003798,2025-05-26,79.21,Office
EMP047883,2025-01-26,96.33,Office
EMP013719,2025-09-23,95.77,WFH
EMP034561,2025-01-23,70.64,Hybrid
EMP011054,2025-08-12,77.63,Office
EMP022117,2025-05-25,76.56,WFH
EMP036245,2025-10-04,74.65,Hybrid
EMP036186,2025-10-06,88.66,Office
EMP001646,2025-06-13,84.82,Office
EMP047524,2025-10-28,71.71,Hybrid
EMP019257,2025-01-11,76.35,WFH
EMP035841,2025-03-06,89.71,WFH
EMP034623,2025-10-02,71.85,Hybrid
EMP037431,2025-09-17,95.37,Hybrid
EMP039283,2025-02-11,89.31,Office
EMP002709,2025-02-01,86.84,WFH
EMP011695,2025-12-11,78.54,Office
EMP009525,2025-01-20,94.51,Hybrid
EMP031881,2025-02-28,81.28,Hybrid
EMP039225,2025-10-18,79.62,Office
EMP036981,2025-11-11,94.43,Hybrid
EMP032410,2025-01-11,79.7,WFH
EMP013225,2025-06-27,90.35,Hybrid
EMP040739,2025-09-28,92.97,WFH
EMP025151,2025-07-29,75.38,Hybrid
EMP049689,2025-05-27,83.3,WFH
EMP034394,2025-03-10,96.45,WFH
EMP043083,2025-02-15,84.9,Office
EMP007974,2025-12-20,92.49,Office
EMP008578,2025-12-26,94.72,Hybrid
EMP008071,2025-12-09,78.89,Office
EMP008667,2025-02-02,75.07,Hybrid
EMP036369,2025-01-02,78.69,Office
EMP006784,2025-03-17,82.29,Office
EMP045995,2025-03-10,79.37,Hybrid
EMP041915,2025-06-07,86.81,Office
EMP004972,2025-01-01,83.52,WFH
EMP013491,2025-01-08,96.37,WFH
EMP004169,2025-06-22,73.12,Hybrid
EMP045720,2025-04-20,71.25,Hybrid
EMP045081,2025-05-26,88.65,WFH
EMP001991,2025-10-13,81.47,WFH
EMP005300,2025-03-19,80.78,Office
EMP045766,2025-10-31,71.3,WFH
EMP019957,2025-09-05,94.28,Office
EMP022360,2025-04-13,73.78,Hybrid
EMP046241,2025-10-03,86.47,Office
EMP037149,2025-08-07,95.88,Hybrid
EMP028735,2025-07-30,96.25,WFH
EMP004758,2025-04-19,96.08,WFH
EMP019098,2025-11-13,73.13,Office
EMP010396,2025-07-23,85.76,WFH
